excluded,RavensProgressiveMatrix_sum,Inherence_Bias,Should_Score,Good_Score,Ought_Score,Belief_in_Just_World,instructionsâ onthefollowingscreensyouwillbeaskedtofilloutseve,startnextsurvey,pleasereadthestatementsonthefollowingpages.thinkcarefullyaboutho,ih01stop,ih02beds,ih03diamon,ih04dollar,ih05chipmu,ih06oj,ih07pink,ih08white,ih09black,ih10mint,ih117days,ih12weeken,ih13limbs,ih14eyes,ih15sounds,ihc1,ihc2,beginnexttaskâ thefollowingisapatternmatchingtask.inthissectio,rmpprac1,practicequestion1answerâ â hereisthecorrectanswertotheprevio,rpmprac2,practicequestion2answerâ â hereisthecorrectanswertotheprevio,begintestquestionsyouwillnowbeaskedtocomplete12questionswithoutr,rpm1,timingfirstclick,timinglastclick,timingpagesubmit,timingclickcount,rpm2,timingfirstclick_A,timinglastclick_A,timingpagesubmit_A,timingclickcount_A,rpm3,timingfirstclick_B,timinglastclick_B,timingpagesubmit_B,timingclickcount_B,rpm4,timingfirstclick_C,timinglastclick_C,timingpagesubmit_C,timingclickcount_C,rpm5,timingfirstclick_D,timinglastclick_D,timingpagesubmit_D,timingclickcount_D,rpm6,timingfirstclick_E,timinglastclick_E,timingpagesubmit_E,timingclickcount_E,rpm7,timingfirstclick_F,timinglastclick_F,timingpagesubmit_F,timingclickcount_F,rpm8,timingfirstclick_G,timinglastclick_G,timingpagesubmit_G,timingclickcount_G,rpm9,timingfirstclick_H,timinglastclick_H,timingpagesubmit_H,timingclickcount_H,rpm10,timingfirstclick_I,timinglastclick_I,timingpagesubmit_I,timingclickcount_I,rpm11,timingfirstclick_J,timinglastclick_J,timingpagesubmit_J,timingclickcount_J,rpm12,timingfirstclick_K,timinglastclick_K,timingpagesubmit_K,timingclickcount_K,beginnextsurvey,instructionspleaserateeachofthestatementsonthefollowingpagesusin,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,bjw19,bjw20,belowisapassagefromanewspaperarticleorpressrelease.afterreadingt,timingfirstclick_L,timinglastclick_L,timingpagesubmit_L,timingclickcount_L,shouldpizza,doyouthinktheamountofpizzasoldwillgrowinthenext5years,whatdoyouthinkaccountsforthecurrentpricesofpizza,howfarbackdoyouthinkdatahasbeencollectedonpizzaconsumptionintheu,whatareyourpizzaconsumptionhabits,â belowisapassagefromanewspaperarticleorpressrelease.afterread,timingfirstclick_M,timinglastclick_M,timingpagesubmit_M,timingclickcount_M,goodfootball,doyouthinkthenumberofviewerswhowatchthegameslivewillstayataround,whatdoyouthinkaccountsforwhyonly6offootballviewerswatchthegamesl,howfarbackdoyouthinkdatahasbeencollectedonfootballviewershipinth,whatareyourfootballviewinghabits,â belowisapassagefromanewspaperarticleorpressrelease.afterre_A,timingfirstclick_N,timinglastclick_N,timingpagesubmit_N,timingclickcount_N,goodwork,doyouthinkthepercentageofpeoplewhoridetheirbikestoworkwillcontin,whatdoyouthinkaccountsforwhysofewamericansridetheirbikestowork,howfarbackdoyouthinkdatahasbeencollectedondrivingratesintheunite,whatareyourdrivinghabits,â belowisapassagefromanewspaperarticleorpressrelease.afterre_B,timingfirstclick_O,timinglastclick_O,timingpagesubmit_O,timingclickcount_O,shouldtv,doyouthinktheaveragenumberofshowsandmoviesthatamericanswatchperw,whatdoyouthinkaccountsforthegrowingnumberofavailabledevicestowat,howfarbackdoyouthinkdatahasbeencollectedontvviewingintheunitedst,whatareyourtvviewinghabits,â belowisapassagefromanewspaperarticleorpressrelease.afterre_C,timingfirstclick_P,timinglastclick_P,timingpagesubmit_P,timingclickcount_P,shouldemail,doyouthinktheoverallpopulationofinternetuserswillcontinuetogrowi,whatdoyouthinkaccountsfortherecentriseinthepopulationofinternetu,howfarbackdoyouthinkdatahasbeencollectedonemailandinternetsearch,whatareyouremailandinternetsearchhabits,belowisapassagefromanewspaperarticleorpressrelease.afterreadin_A,timingfirstclick_Q,timinglastclick_Q,timingpagesubmit_Q,timingclickcount_Q,goodcoffee,doyouthinkthesinglecupbrewingformatisgoingtogrowinthefuture,whatdoyouthinkaccountsforthesuccessofthesinglecupbrew,howfarbackdoyouthinkdatahasbeencollectedoncoffeeconsumptioninthe,whatareyourcoffeedrinkinghabits,pleaseanswerthefollowingdemographicquestions.aswithallanswersint,gender,educ,income,relig,ethnic,age,conserv,english,thankyouforparticipating.pleaseanswerthefollowingfewquestionstoh,@1.didyoufindanyaspectoftheprocedureoddorconfusing,@2.whatdidyouthinkwewerestudying,@3.doyouthinkthattheremayhavebeenmoretothisstudythanmeetstheeyei,@4.doyouhaveanyadditionalthoughtsorcommentsaboutthestudy,attention,filter_$
0,7,5.533333333,8.333333333,5.333333333,6.833333333,4.65,1,1,1,6,9,4,2,5,5,6,3,8,7,4,8,5,7,4,3,7,1,8,1,3,1,1,7,10.386,10.386,11.527,1,1,18.733,19.541,21.438,2,3,20.134,20.134,22.766,1,6,35.182,35.182,37.812,1,2,17.546,17.546,19.273,1,6,46.375,46.375,47.185,1,1,19.682,21.368,22.534,2,5,19.867,19.867,20.772,1,3,7.532,7.532,8.588,1,3,8.531,8.531,9.674,1,2,31.775,31.775,32.806,1,1,17.44,17.44,18.611,1,1,1,4,3,5,4,7,7,7,8,1,7,5,5,9,4,8,5,5,5,9,7,1,11.921,27.177,27.828,5,9,2,Price of ingredients.,4,I love pizza!,1,28.724,44.601,61.008,5,7,1,Too expensive to go to a game. Don't live near a football stadium.,1,I do not watch football.,1,50.534,134.66,135.573,7,4,1,"People don't want to be sweaty when they get to work from bike riding. It can be dangerous, especially during the morning and evenin commute.  It may take longer to bike to work than to drive.  Many Americans live in rural or suburban areas where it is not convenient to bike to work. Some people may work a substantial distance from where they live.",1,I drive to work by myself.,1,28.762,58.707,66.936,5,7,1,technology advancements.,4,We rarely watch live TV but watch shows recorded on the dvr or on the internet.,1,24.872,38.837,43.175,5,9,1,More access to computers.,1,Use it daily for both work and personal use.,1,18.222,27.146,48.864,5,5,1,Convenience and affordable nature of devices like the Keurig.,4,I do not drink coffee.,1,2,5,80000,Catholic,White,31,5,1,1,No,How well you do on non-verbal tasks compared to how well you use/rate language,Probably but I'm not sure what,No,1,1
0,3,7.4,9,5,7,4.6,1,1,1,9,9,8,5,9,9,8,9,9,3,9,1,5,9,9,3,7,1,8,1,3,1,1,7,10.405,14.486,19.574,2,1,8.191,13.704,17.346,2,1,13.141,31.102,59.705,3,2,27.473,27.473,34.184,1,5,22.793,22.793,23.741,1,7,20.846,20.846,22.064,1,5,18.802,18.802,24.635,1,5,11.597,11.597,12.459,1,6,17.906,17.906,19.426,1,4,11.835,11.835,13.444,1,2,12.679,12.679,14.598,1,7,22.404,22.404,24.148,1,1,1,3,6,9,9,9,7,1,5,1,9,5,1,8,9,9,5,3,9,5,9,1,43.833,67.886,89.359,6,9,1,because the demand for them,4,1 a month,1,39.957,115.086,116.907,8,9,1,Because of the game ticket prices and because of the high definition tv's available today.,4,watch as much as I can,1,44.33,87.262,87.942,5,1,1,to far to ride a bike,4,I am disabled but do drive,1,56.498,135.562,136.638,7,9,1,phones that cam stream live tv also computers and all hand held devices,4,3 to 4 hours a day,1,58.4,92.474,151.389,5,9,1,new smart phones plus a person almost has to use the internet today.,2,i use them both daily,1,64.194,105.806,123.342,5,5,1,able to control the flvor and richness better.,4,3 cups in the morning daily,1,1,2,23000,christain,white,51,4,1,1,no,perception?,I believe so but not sure what that is,no,1,1
1,1,4.666666667,7,6.666666667,6.833333333,4.95,1,1,1,5,4,3,3,1,4,5,3,5,7,7,6,5,6,6,6,3,1,8,1,5,1,1,4,19.331,19.331,20.499,1,7,11.351,11.351,19.254,1,4,5.263,13.505,17.075,4,2,0.92,8.905,13.18,2,5,6.673,9.01,14.204,2,6,3.617,6.927,11.181,2,1,4.785,4.785,7.72,1,2,3.719,6.13,8.431,2,1,2.886,2.886,3.78,1,3,4.616,4.616,5.856,1,4,4.668,4.668,8.751,1,1,2.823,3.778,9.399,3,1,1,4,6,4,6,4,6,4,4,4,5,4,6,6,5,3,5,6,5,8,6,1,24.177,74.207,75.306,7,5,1,The demand for the is low.,3,I probably eat pizza once a month.,1,4.146,27.863,50.812,5,9,1,Expensive.,4,I am a avid NFL football watcher. Big Miami Dolphins fan.,1,9.269,30.732,31.621,6,6,1,It's a safety issue.,3,I drive to work each day.,1,5.7,41.283,41.629,7,7,1,More and more people are making videos.,3,I watch a decent amount of TV.,1,7.582,43.186,43.872,5,9,1,As technology gets better the amount of people who use it grows.,2,I use the internet and e-mail everyday,1,268.934,292.786,293.501,4,5,1,It's popular because of the amount of caffeine.,4,I don't drink coffee,1,1,4,50000,Catholic,White,25,7,1,1,No.,Common core issues with the American population.,I don't think so.,Great study!,1,0
0,4,6.333333333,5.333333333,6.333333333,5.833333333,4.4,1,1,1,8,5,7,5,5,5,5,7,7,5,8,7,7,7,7,3,7,1,8,1,3,1,1,7,1.799,16.753,18.289,3,2,2.09,48.343,50.664,3,4,1.618,55.686,58.479,5,4,2.228,26.475,30.18,3,2,1.243,35.47,37.509,2,7,1.366,33.378,35.703,2,1,1.491,53.402,55.353,3,8,1.396,59.842,60.002,2,3,25.512,30.74,33.243,3,3,18.406,28.181,30.716,3,6,2.079,35.198,37.473,3,2,22.993,24.144,26.866,2,1,1,5,5,5,8,5,7,2,5,4,7,5,5,8,5,6,5,5,5,4,7,1,38.938,109.832,111.512,9,7,1,cost of ingredients and labor,2,minimal at best.,1,10.136,102.202,103.743,9,9,2,cost of tickets,2,Computer screen,1,39.352,80.954,82.639,9,3,1,distance to work,2,I rent cars,1,52.994,155.822,157.496,11,4,1,profit from both the programming and the devices,2,Dvr. not live,1,52.49,192.443,194.222,11,5,1,population growth,1,I use search engines every day. I e-mail occasionally. My primary form of communication is texting.,1,26.746,73.559,74.549,10,7,1,better coffee. little waste.,1,one cup per day,1,1,4,16800,non,white,62,6,1,1,no,not really sure,I am sure there is. I have no idea,no,1,1
0,3,6.133333333,5.666666667,6,5.833333333,5.1,1,1,1,7,7,6,4,5,6,6,9,8,7,7,5,5,5,5,3,7,1,8,1,3,1,1,7,15.123,27.434,28.366,2,1,3.564,18.603,19.31,3,7,25.224,25.224,26.082,1,4,9.237,13.413,14.967,2,7,2.457,2.457,4.668,1,7,3.164,3.164,4.279,1,5,10.66,10.66,11.847,1,5,4.546,6.21,6.717,2,3,3.127,3.127,4.201,1, ,0,0,60.019,0, ,27.116,27.412,60.049,2, ,0,0,60.065,0,1,1,4,4,6,6,6,7,5,5,4,6,7,6,5,5,5,6,5,5,6,5,1,1.282,107.105,107.949,19,5,1,I think the consumption level of pizza accounts for the prices.,2,"I eat pizza, on average, about 2-3 times a month.",1,134.875,186.176,213.468,7,7,1,I believe the price of tickets to attend games is a major factor of why more people are not viewing the games live.,1,"I occasionally watch football on television with friends, usually in a bar or other social event.",1,24.719,170.589,202.448,18,6,1,"I think the accessibility of people using their own vehicles to drive to work and get their quickly accounts for less bike usage.  Many people want to get to work feeling refreshed, not sweaty and tired.",1,"I drive everywhere I have to go, including to work.  I like the ease and quickness of being able to get to one place and another, without having to rely on someone else's schedule or time.",1,15.062,112.107,112.943,10,5,1,"I think that the more and more access we have to sites such as Netflix, or movie rental boxes such as Red Box, make it easier for people to be able to catch up on, or view things at their own pace, on their own time.  The more access we have, the more people will use it.",2,"I watch TV on a daily basis while at home on my down time, usually before going to bed after all of my tasks for the day are finished.",1,62.179,130.119,174.387,20,7,1,I think the ease and at-your-foot access to so much knowledge is a popular idea and strikes the interest of people who never used to use these things before.,1,"I use both my email and internet searches on a daily basis, usually multiple times a day.",1,88.222,175.683,176.183,5,5,1,I think the ease at which coffee is made makes the single cup brew more appealing to coffee drinkers.  It also allows for multiple people to drink a variety of different types and flavored coffees.,1,"I personally only like drinking iced coffee from one particular place, aside from that I do not drink coffee regularly at home.",1,2,4,42000,Catholic,Caucasian,27,4,1,1,Not at all.,How people follow rules.,No.,Not at this time.,1,1
0,2,5.4,5,5,5,4.6,1,1,1,7,7,5,5,5,5,5,7,5,5,5,5,5,5,5,3,7,1,8,1,3,1,1,7,6.32,6.32,8.93,1,4,25.305,25.305,29.347,1,1,34.569,34.569,42.028,1,8,33.012,38.083,42.653,2,2,18.926,18.926,31.624,1,7,34.145,34.145,35.923,1,5,27.064,27.064,28.194,1,7,42.541,44.365,45.599,2,7,33.836,33.836,35.582,1,7,34.248,34.248,38.626,1,8,15.363,15.363,17.269,1,6,44.949,44.949,46.439,1,1,1,6,1,5,4,7,6,7,6,3,5,5,6,8,4,8,5,6,4,6,6,1,10.872,84.567,92.155,6,5,1,The high demand for it,4,I eat pizza atleast once a week. /,1,263.48,278.639,286.845,5,5,2,Financial situations,4,I don't watch football at all.,1,5.534,88.228,88.811,6,5,2,"Most people are becoming more environmentally conscious and choosing to ride bikes or carpool. I also feel that if you live in a large city it would be easier to commute on a bike, instead of fighting traffic.",4,"I work from home, so only go to town for things I need or to run errands. I do not drive everyday.",1,2.838,70.334,80.746,6,5,1,"The growing available devices are readily available for all different prices, and it is more convenient to have a mobile device than just your tv. People don't spend all their time at home in front of the tv. Now we can take entertainment on the go.",4,I watch TV a little each day.,1,235.58,313.748,314.522,5,5,1,"The internet and computers have become more readily available to more people from different financial brackets, making it more easily attainable.",3,"I use email and internet everyday, several times a day, as I do technical support over the phone.",1,3.233,18.072,49.206,5,5,1,"It is fresher than making a whole pot and letting it sit for so long. With people on the go, the single cup brew is effective and not wasteful.",4,I drink coffee daily.,1,2,3,32000,none,white,28,5,1,1,no not at all,Entertainment and the way people use it,not sure,Interesting study! Thanks for allowing me to participate!,1,1
0,4,6.666666667,6.333333333,3.333333333,4.833333333,5.3,1,1,1,9,9,9,5,1,5,7,5,9,9,8,9,5,5,5,3,7,1,8,1,3,1,1,8,13.347,13.347,15.372,1,1,41.178,41.178,45.947,1,7,33.201,33.201,57.776,1,6,26.293,26.293,43.634,1,2,52.762,52.762,58.64,1,6,23.056,23.056,24.858,1,5,34.819,34.819,36.173,1,5,39.978,39.978,40.877,1,7,30.967,30.967,32.541,1,1,38.501,38.501,40.687,1,8,30.016,48.574,49.876,3,1,27.494,27.494,32.26,1,1,1,5,7,9,9,5,8,5,6,3,8,7,7,9,9,7,9,2,5,9,7,1,51.789,112.385,113.299,7,1,1,Demand,4,Maybe once  a month.,1,73.069,183.51,184.422,7,2,1,"High cost of tickets, convenience of watching at home.",4,"Not a fan, don't watch",1,127.733,284.943,286.527,5,1,1,"Laziness, health reasons, and/or weather conditions.",3,"Commute on rapid rail, unless I will be working late.  Drive on weekends.",1,99.526,252.694,254.399,5,9,1,"Demand, technology.",4,"Varies, but averages about 6 hours a week.",1,167.491,279.733,323.294,5,9,1,"Technology.  It's also more affordable, and there are many more providers of service.",2,"Use both daily, extensively",1,32.561,67.147,110.875,5,7,2,"Convenience, selection.",4,One cup per day,1,2,3,143000,Catholic,Black,69,5,1,1,"Yes, the patterns threw me!",Comprehension of shapes,N/A,No,1,1
0,4,8.133333333,9,6.333333333,7.666666667,4.65,1,1,1,9,8,9,6,9,8,8,8,9,9,8,7,8,9,7,3,7,1,8,1,3,1,1,7,4.508,5.068,7.277,2,1,11.524,11.524,13.813,1,4,9.044,50.603,54.332,6,6,42.1,42.1,42.886,1,8,54.09,54.09,55.147,1,7,30.609,50.032,53.434,5,1,12.683,12.683,36.085,1,2,12.258,35.867,39.027,3,8,19.628,35.988,37.173,2,3,27.231,27.231,28.362,1,4,17.281,18.497,18.787,2,2,11.766,11.766,18.511,1,1,1,4,3,5,3,6,6,4,8,3,5,4,5,8,4,6,4,4,5,8,8,1,63.236,450.153,468.485,13,9,1,"I would say that's kind of subjective, pizza ranges in price form 3 dollars to 20 dollars a pie so its mainly the quality of the ingredients and the cost of those ingredients that determines the price.",2,I love it. I would eat it for every meal if I could.,1,23.108,90.771,91.302,7,5,2,Because it is really really expensive to go to games in person.,4,I do not watch football at all I think it is stupid.,1,7.874,71.992,72.563,6,5,1,Because most people work very far from home.,1,I only drive to the grocery store. I do not drive to work since I work at home.,1,61.104,260.742,261.29,12,9,1,Over time the cost of these devices is less and therefore more people can afford them.,2,I only watch movies. sometimes I might watch a few tv series type shows off the internet. generally only for about an hour or two. a day.,1,22.165,94.043,95.71,9,9,1,There are more people in general and there are more areas that are offering broad band than ever before.,1,I use it every day almost every day.,1,11.241,76.632,79.522,7,9,1,convenience and it is less wasteful.,1,I drink it when I have to be awake early in the morning and it is noce to drink it when I am reading because I have a tendancy to nod off when reading a book.,1,1,3,20000,Spiritual,White,30,5,1,1,No,Not sure. It was three different studies but they may be connected somehow although I don'y know why.,Well maybe it seems that this might not have been three different studies but one study with three parts.,No.,1,1
0,3,6.066666667,6,3.666666667,4.833333333,5,1,1,1,9,7,7,5,2,1,6,7,7,8,9,4,3,8,8,3,7,1,8,1,3,1,1,7,7.643,7.643,8.665,1,4,16.451,23.154,25.091,3,3,17.823,17.823,19.628,1,8,11.164,11.929,13.291,2,4,19.186,19.186,20.518,1,1,16.359,17.407,17.993,2,5,15.959,19.235,23.168,2,6,21.115,22.243,23.687,2,3,16.232,16.232,20.906,1,6,17.222,17.222,18.293,1,2,14.384,14.384,15.879,1,5,14.962,15.728,16.657,2,1,1,4,1,4,3,6,6,8,8,4,6,4,6,4,3,6,7,3,6,9,6,1,17.947,59.242,60.344,5,6,2,The cost of food and gas prices are higher.,1,I share one pizza per week with my family.,1,12.971,47.18,47.899,5,4,2,No one likes how there are so many stops in game play and commercials.,1,I watch football only when my team is playing.,1,61.286,110.314,111.357,6,4,1,They work far away from home.,1,"I don't work, but use my vehicle for errands and outings about 4 times a week.",1,47.826,85.013,101.389,5,5,1,They are more portable and have more shows available.  Plus you can stop/watch it at any time.,1,I watch about 15 hours of TV per week.,1,36.045,81.744,83.199,5,7,1,Smart phones and tablets make searching and emailing more convenient and faster.,1,I use the internet every day from my smart phone.  I don't search as much as e-mail.,1,25.407,56.17,57.221,5,3,1,It is portable and quick.  Plus there are many different varieties and flavors.,1,I dislike coffee.,1,2,3,90000,Agnostic,Caucasian,33,5,1,1,No,I honestly have no idea.,I have no idea.,No,1,1
0,4,6.4,7.333333333,6.333333333,6.833333333,5.15,1,1,1,9,8,4,7,2,8,3,7,8,7,8,6,7,7,5,3,7,1,8,1,3,1,1,7,5.043,17.278,19.122,2,1,19.74,19.74,21.498,1,5,33.962,33.962,36.016,1,6,14.442,14.442,16.432,1,8,18.844,18.844,20.097,1,6,45.404,45.404,51.803,1,1,39.615,39.615,42.467,1,7,17.312,17.312,18.885,1,5,14.139,14.139,15.196,1,4,9.985,9.985,11.792,1,5,32.94,35.066,36.148,2, ,0,0,60.002,0,1,1,4,6,6,6,1,7,6,4,4,5,2,5,7,5,7,6,5,3,5,5,1,19.133,113.799,135.885,8,6,1,Pizza is cheap and quick which is why so many Americans go first for that.,3,I don't eat it often.,1,56.503,105.231,106.438,7,7,2,People can't afford to pay for tickets to see a game live.,1,I watch it occasionally at home on the TV.,1,25.595,73.997,75.019,6,5,1,Riding a bike will take you longer to get to work and once there you'll be tired.,2,I drive 3 times a week or less.,1,32.415,92.193,93.264,5,7,1,It makes it easier for people to watch shows they are unable to watch when it airs.,1,I watch about 8-10 hours a week from a DVR.,1,30.559,84.591,86.521,7,9,1,Using the internet is easier and a lot faster. Everything you need is at your fingertips. Sending a email to say hellp takes a couple minutes.,1,I use both daily.,1,37.257,102.701,103.87,5,7,1,The single cup brewer is better in the long run so you make enough coffee for one cup which is what you will drink. Most people make a whole pot and then it gets wasted.,2,Daily!,1,2,3,35000,Hindu,Asian,32,5,1,1,No,Not sure,"Yes, if we can figure out patterns",no,1,1
0,3,4.4,4.333333333,2.333333333,3.333333333,4.55,1,1,1,6,2,2,5,5,2,6,2,2,7,2,7,7,7,4,3,7,1,8,1,3,1,1,7,14.435,14.435,15.809,1,1,25.507,25.507,29.576,1,5,37.409,37.409,38.408,1, ,0,0,60.011,0,5,30.899,30.899,31.824,1,4,29.363,42.025,45.432,2,5,32.888,32.888,34.075,1,5,39.735,39.735,42.82,1,7,37.81,37.81,39.605,1,3,27.758,27.758,32.208,1,4,25.414,25.414,27.309,1,6,25.553,25.553,30.265,1,1,1,2,5,4,9,4,6,4,4,2,4,1,5,6,4,6,6,1,2,5,7,1,55.14,177.43,178.585,6,1,1,"In my community, there are many pizza shops, so the prices are becoming lower as the owners compete with each other.  I think many pizza shop owners charge for the convenience of the ready made meal.",4,I don't like pizza.,1,32.876,119.505,120.823,7,3,2,I don't know.  I don't enjoy football enough to watch a game that had been played earlier.,3,"I watch when my home team is on, but not every game.  I used to watch all of the games they played.  I watch on television.",1,74.189,232.266,233.673,5,2,2,They don't want to ride their bikes in bad weather.   / It's difficult to ride a bike in snowy and icy weather.,3,"I haven't worked for 2 years, but when I did, I was a visiting registered nurse and had to drive from home to home and averaged about 6 to 7 different homes per day.  With the equipment I had to carry, I had to have a car with a trunk.",1,71.053,353.83,354.988,12,5,2,People are busy and working more hours with less hours to be available when a show airs during it's regularly scheduled time. / People are looking for alternatives to paying for cable and satellite tv services which are becoming too expensive for most families to fit into their budget.,4,"I have two opposite habits.  1.  I find a show that I want to watch, and sit down to watch that show and then go back to my household activities after it is over. / 2.  I often leave the tv on during the evening to ""keep me company"" and it is usually on for sitcoms that don't require much thought.  It's just banter in the background.",1,66.824,277.093,278.397,8,7,1,Programming has made it simple for those who were computer illiterate in the past.  There are many people who didn't use to have computers who rely on them for personal business and to keep in touch with out of town relatives.,1,"I try to keep my email account to below 50 if possible.  If I get an email that is not important, but that I want to remember or read later, I store it somewhere.   / I don't search as much as I used to, but enjoy having facts and trivia information available within seconds.",1,38.168,148.056,149.359,5,2,1,I don't know.  I'm not sure what a single cup brew is.  My guess is that people want fresh hot coffee with each cup that they drink.,4,"I have a cup every morning, and sometimes almost 2 cups.  I don't drink coffee for the rest of the day.",1,2,3,11800,agnostic,caucasion,58,2,1,1,No.,American consumption habits.,Judgement of other people's habits,No.  It was much longer than I thought. I don't do well with pattern puzzles and I don't know why.,1,1
0,5,5.8,7.666666667,4.333333333,6,4.55,1,1,1,9,8,4,1,3,2,2,7,9,8,3,7,8,9,7,3,7,1,8,1,3,1,1,7,8.2,8.2,9.676,1,2,14.944,14.944,19.781,1,3,33.616,40.496,42.155,2,6,16.892,16.892,23.347,1,2,31.694,31.694,33.083,1,5,24.928,24.928,26.411,1,1,27.791,27.791,28.872,1,8,26.673,26.673,29.561,1,6,23.543,25.307,26.291,2,3,6.938,6.938,14.041,1,8,13.769,13.769,15.183,1,2,24.645,24.645,25.973,1,1,1,2,6,6,4,9,6,4,4,2,8,6,4,8,7,4,7,6,4,4,4,1,27.366,78.264,97.919,6,5,1,"The fact their relatively cheap, compared to other dinner options, it's a quintessential ""party food"", and because it's so customize-able to everyone's unique tastes.",3,I eat pizza twice a month.,1,16.129,220.971,231.926,11,7,2,"It's too expensive to buy tickets, the convenience of staying at home, spectators don't have to deal with traffic or bad weather at the stadium, they can eat their own food that may not be sold at the stadium, and there's better technology to watch the game when you're at home (better cameras and angles).",4,I watch almost every game that comes on network television.,1,48.905,209.87,210.554,7,1,2,"Not everyone is healthy enough, green-conscious enough, or live close enough to their workplaces to ride their bikes to work. Furthermore, not all cities are pedestrian-friendly, so this fact may deter potential bike-riders from hitting the streets (i.e., for safety reasons).",2,I don't drive at all.,1,49.879,186.442,199.231,7,9,1,"More and more, technology is allowing us to do things in a mobile fashion. Laptops were the mobile versions of personal computers, just as cell phone were the mobile versions of telephones. The increased accessibility of the internet aso makes it easier for us to watch videos on the go.",4,I watch about 15 hours of TV every week.,1,56.372,120.602,187.417,6,9,1,"Technology and internet service subscriptions are becoming ore accessible everyday. Soon everyone, no matter their socioeconomic status or status, will be able to use the internet.",1,I check email 5 to 7 times a day; and search for things on the internet about 30 times a day.,1,13.444,112.958,114.029,9,5,1,"Because people don't want to feel like they're drinking too much coffee in a day, and because more people live alone, even when they're in a long-term relationship.",4,I drink coffee four times a week.,1,2,4,5126,None,Black,28,1,1,1,No,I don't know,"Yes, but I'm not sure what that is at the moment.",No,1,1
0,3,4.866666667,6.333333333,5.666666667,6,5.45,1,1,1,6,6,6,5,2,6,6,1,1,6,7,6,2,6,7,3,7,1,8,1,3,1,1,1,19.675,19.675,23.184,1,3,12.322,14.073,14.76,2,3,30.615,30.615,32.695,1,8,18.35,18.35,22.175,1,2,24.382,24.382,26.692,1,6,30.465,30.465,36.12,1,1,19.697,19.697,21.472,1,8,29.207,29.207,33.054,1,7,25.986,34.993,38.703,2,3,17.672,17.672,22.414,1,8,31.363,31.363,36.922,1,1,28.701,28.701,30.381,1,1,1,3,6,4,4,4,7,6,6,4,4,7,6,4,6,6,6,6,4,7,7,1,12.563,37.987,39.235,4,6,1,okay but I usually try to find coupons.,4,twice a month,1,5.48,16.703,44.631,7,5,1,lots of people need to record it and watch it on their own schedule,4,Never,1,4.322,45.728,46.817,5,6,2,lack of bike lanes and other bike friendly ammenities.,4,work commute and errands.,1,7.016,40.804,41.423,5,6,1,people need entertainment on the go,4,Don't own a tv,1,41.793,68.656,82.629,5,7,1,ease of transactions and information gathering,1,daily and used for most things,1,8.781,24.18,29.887,5,6,1,ease and convience.,4,twice a week,1,2,3,45000,none,white,36,3,1,1,no,how people feel about their data being tracked,no,no,1,1
0,1,6.866666667,9,4.333333333,6.666666667,4.45,1,1,1,9,9,9,1,1,5,9,9,9,9,9,9,1,5,9,3,7,1,8,1,3,1,1,7,9.938,9.938,10.747,1,3,31.313,31.313,32.5,1,5,30.353,35.195,36.118,2,8,29.542,29.542,30.266,1,7,16.698,16.698,17.563,1,8,13.802,13.802,14.899,1,5,28.508,28.508,29.979,1,3,12.779,12.779,13.686,1,7,9.907,9.907,10.842,1,3,15.748,15.748,16.994,1,4,24.091,26.837,34.049,3,2,9.33,9.33,10.217,1,1,1,5,3,3,9,2,5,4,5,4,3,3,7,9,7,8,7,9,2,9,7,1,14.25,51.341,53.897,8,9,1,Supply and demand,3,2 a month,1,32.94,97.832,98.438,5,9,1,"Cost, availability on TV and location of teams",2,"Watch weekly, do not attend live games",1,35.957,52.923,66.744,7,3,1,Less hassle and hurried lives,4,Always drive,1,109.615,151.333,159.839,6,9,1,Growth in technology and adapting to busy lives,4,20 hours per week,1,45.927,133.144,134.843,9,9,1,Availability of the internet to more people and it becoming almost a necessity.,1,Do both multiple times daily.,1,30.273,54.729,55.41,5,1,1,Less waste and hurried lives,4,Do not drink,1,1,3,59000,Luheran,White,47,4,1,1,No,No idea,No,No,1,1
